(GOAL COMPLEXITY)
(STARTTERM (FUNCTIONSYMBOLS eval_jinit_upsampler_start))
(VAR nondef.10 nondef.11 nondef.12 nondef.13 nondef.17 nondef.18 nondef.19 nondef.20 nondef.21 nondef.22 nondef.3 nondef.4 nondef.5 nondef.6 nondef.7 nondef.8 nondef.9 v_138 v_140 v_70 v_77 v_78 v_79 v_ci.0)
(RULES
  eval_jinit_upsampler_start(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb0_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0))
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 > 0 && nondef.19 >= 0 && nondef.19 < v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 > 1 && v_78 < 0 && nondef.19 <= 0 && nondef.19 > v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 > 0 && nondef.19 <= 0 && nondef.19 > -v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 > 1 && v_79 < 0 && nondef.18 <= 0 && nondef.18 > -v_77 && v_70 < -1 && v_78 < 0 && nondef.19 >= 0 && nondef.19 < -v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_78 = 0 && nondef.19 = 0 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 = 1 && nondef.20 = v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 = -1 && nondef.20 = -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 > 1 && v_79 > 0 && nondef.20 >= 0 && nondef.20 < v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 > 1 && v_79 < 0 && nondef.20 <= 0 && nondef.20 > v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 < -1 && v_79 > 0 && nondef.20 <= 0 && nondef.20 > -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = 1 && nondef.19 = v_78 && v_77 < -1 && v_79 < 0 && nondef.20 >= 0 && nondef.20 < -v_79
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_79 = 0 && nondef.20 = 0
  eval_jinit_upsampler_bb20_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0) -> Com_1(eval_jinit_upsampler_bb25_in(v_138, v_140, v_70, v_77, v_78, v_79, v_ci.0)) :|: v_70 > 1 && v_78 > 0 && nondef.17 >= 0 && nondef.17 < v_70 && v_77 < -1 && v_79 > 0 && nondef.18 >= 0 && nondef.18 < -v_77 && v_70 = -1 && nondef.19 = -v_78 && v_77 = 1 && nondef.20 = v_79
